order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
178,78,4325,2,452.9,10.0,815.22
179,78,3284,1,164.21,20.0,131.37
180,79,3307,1,72.52,30.0,50.76
181,79,1162,2,38.92,0.0,77.84
182,79,1992,1,34.48,15.0,29.31
183,80,688,3,405.83,0.0,1217.49
184,81,683,2,193.31,0.0,386.62
185,81,281,2,560.3,0.0,1120.6
186,82,4606,1,195.42,0.0,195.42
187,82,1829,1,331.34,25.0,248.5
188,83,2111,3,53.89,0.0,161.67
189,84,2119,3,654.46,25.0,1472.54
190,85,1609,3,37.85,0.0,113.55
191,86,2434,3,166.55,0.0,499.65
192,86,1104,3,25.89,25.0,58.25
193,86,1065,2,47.27,30.0,66.18
194,86,3668,2,93.73,15.0,159.34
195,86,2498,2,53.03,0.0,106.06
196,87,1716,1,67.32,0.0,67.32
197,87,2912,2,86.92,25.0,130.38
198,87,4886,2,172.13,0.0,344.26
199,88,556,3,748.89,25.0,1685.0
200,88,1283,1,140.68,25.0,105.51
201,88,4493,2,39.26,20.0,62.82
202,88,2672,1,24.39,25.0,18.29
203,89,4571,1,231.59,25.0,173.69
204,89,2652,2,78.88,0.0,157.76
205,90,347,1,129.55,0.0,129.55
206,91,4613,2,141.25,25.0,211.88
207,91,59,2,173.5,30.0,242.9
208,92,4728,1,121.22,30.0,84.85
209,92,1454,2,128.76,0.0,257.52
210,93,710,3,121.42,0.0,364.26
211,94,2561,1,1254.82,15.0,1066.6
212,94,2803,3,29.6,0.0,88.8
213,95,3628,2,123.73,0.0,247.46
214,95,945,2,71.45,30.0,100.03
215,96,459,3,28.33,0.0,84.99
216,96,2434,1,166.55,20.0,133.24
217,96,3897,1,1374.15,30.0,961.9
218,96,1454,2,128.76,0.0,257.52
219,97,2258,3,47.48,0.0,142.44
220,98,4445,2,51.0,0.0,102.0
221,98,1454,3,128.76,25.0,289.71
222,98,264,1,66.97,30.0,46.88
223,99,1609,3,37.85,0.0,113.55
224,100,4319,2,146.65,0.0,293.3
225,101,558,1,15.16,20.0,12.13
226,101,3695,1,29.79,20.0,23.83
227,102,4276,2,90.14,0.0,180.28
228,103,2051,1,29.91,0.0,29.91
229,103,459,1,28.33,0.0,28.33
230,104,4436,3,37.99,20.0,91.18
231,104,127,2,13.35,5.0,25.36
232,105,1652,1,54.24,25.0,40.68
233,106,655,2,130.43,15.0,221.73
234,106,91,1,70.51,15.0,59.93
235,106,1777,3,1598.18,15.0,4075.36
236,107,1988,2,218.15,0.0,436.3
237,108,4396,1,62.46,0.0,62.46
238,108,1996,1,91.07,30.0,63.75
239,108,2434,2,166.55,0.0,333.1
240,108,267,3,229.9,10.0,620.73
241,109,683,3,193.31,0.0,579.93
242,110,2334,1,32.93,25.0,24.7
243,110,459,1,28.33,0.0,28.33
244,111,2445,1,22.65,0.0,22.65
245,112,3634,3,246.89,0.0,740.67
246,112,3196,2,176.72,0.0,353.44
247,112,1134,1,245.16,30.0,171.61
248,112,4709,1,56.88,15.0,48.35
249,113,4926,2,14.75,0.0,29.5
250,114,3823,2,1912.28,0.0,3824.56
251,114,2652,2,78.88,25.0,118.32
252,115,1252,1,217.94,0.0,217.94
253,115,4083,1,114.89,5.0,109.15
254,116,2652,2,78.88,0.0,157.76
255,116,1814,3,775.27,0.0,2325.81
256,116,656,1,209.28,0.0,209.28
257,116,1023,1,514.24,0.0,514.24
258,117,2234,1,221.41,0.0,221.41
259,118,801,1,231.24,20.0,184.99
260,119,286,1,223.13,0.0,223.13
261,119,2434,2,166.55,0.0,333.1
262,120,3476,1,126.19,25.0,94.64
263,120,2188,1,68.42,30.0,47.89
264,120,968,2,29.67,20.0,47.47
265,120,1939,2,170.55,0.0,341.1
266,121,3620,3,800.88,0.0,2402.64
267,122,1924,3,113.63,0.0,340.89
268,122,1454,2,128.76,0.0,257.52
269,122,2051,2,29.91,0.0,59.82
270,123,495,2,68.88,0.0,137.76
271,123,1454,1,128.76,25.0,96.57
272,123,4121,2,101.42,10.0,182.56
273,123,207,2,171.49,0.0,342.98
274,123,3892,2,661.69,0.0,1323.38
275,124,2450,1,401.83,0.0,401.83
276,124,493,2,149.2,10.0,268.56
277,125,3072,1,110.63,30.0,77.44
278,125,2257,2,71.89,0.0,143.78
279,126,1060,2,46.6,0.0,93.2
280,127,2051,1,29.91,0.0,29.91
281,127,1306,2,42.54,20.0,68.06
282,128,3432,1,71.08,0.0,71.08
283,128,1454,3,128.76,30.0,270.4
284,129,1611,1,877.51,0.0,877.51
285,129,1610,1,6.91,0.0,6.91
286,129,2648,1,47.14,0.0,47.14
287,129,4982,2,295.7,0.0,591.4
288,130,3572,1,806.64,20.0,645.31
289,130,4304,3,1857.05,0.0,5571.15
290,130,849,1,61.36,5.0,58.29
291,130,4057,1,581.36,0.0,581.36
292,131,1652,1,54.24,0.0,54.24
293,131,1897,2,47.25,0.0,94.5
294,131,2200,3,106.49,0.0,319.47
295,132,4162,3,215.19,15.0,548.73
296,132,2696,1,86.13,0.0,86.13
297,133,344,2,326.68,20.0,522.69
298,133,4615,1,25.08,0.0,25.08
299,133,57,1,100.95,0.0,100.95
300,134,4498,1,131.54,0.0,131.54
301,134,4317,2,731.65,20.0,1170.64
302,135,1454,1,128.76,0.0,128.76
303,136,4183,3,217.25,0.0,651.75
304,136,4571,1,231.59,5.0,220.01
305,136,2051,3,29.91,0.0,89.73
306,137,40,2,667.65,20.0,1068.24
307,137,682,2,37.29,30.0,52.21
308,137,4712,3,173.66,5.0,494.93
309,138,3532,1,54.91,0.0,54.91
310,138,3358,1,186.2,0.0,186.2
311,138,2230,2,1054.72,0.0,2109.44
312,139,1454,3,128.76,30.0,270.4
313,140,2434,1,166.55,20.0,133.24
314,140,2434,2,166.55,5.0,316.44
315,140,1244,2,25.76,0.0,51.52
316,140,2992,1,111.55,25.0,83.66
317,140,3963,2,9.27,0.0,18.54
318,141,3066,2,1965.53,0.0,3931.06
319,141,18,1,26.23,0.0,26.23
320,142,2441,1,101.87,0.0,101.87
321,142,1396,3,216.76,25.0,487.71
322,143,360,1,62.29,5.0,59.18
323,143,373,2,687.17,0.0,1374.34
324,144,2556,1,103.07,15.0,87.61
325,145,3657,2,395.22,0.0,790.44
326,145,4485,1,5.56,0.0,5.56
327,146,584,3,199.29,0.0,597.87
328,146,3511,2,49.77,30.0,69.68
329,146,4123,1,220.22,15.0,187.19
330,147,272,2,245.29,0.0,490.58
331,148,1006,2,39.62,0.0,79.24
332,149,2824,1,183.71,20.0,146.97
333,149,2066,1,212.07,20.0,169.66
334,149,2051,1,29.91,0.0,29.91
335,150,123,1,515.36,0.0,515.36
336,150,1603,1,8.37,30.0,5.86
337,150,2526,2,426.71,0.0,853.42
338,150,3882,3,107.65,0.0,322.95
339,151,252,1,194.3,0.0,194.3
340,151,1004,3,54.65,0.0,163.95
341,152,3666,1,217.19,0.0,217.19
342,152,2417,1,16.35,0.0,16.35
343,153,3064,1,57.0,0.0,57.0
344,154,1989,1,52.02,0.0,52.02
345,155,4468,2,521.98,0.0,1043.96
346,156,3316,1,82.71,5.0,78.57
347,156,3187,1,46.79,30.0,32.75
348,156,3686,2,55.94,0.0,111.88
349,157,4622,1,543.15,5.0,515.99
350,157,2229,1,90.15,5.0,85.64
351,157,4336,1,24.75,0.0,24.75
352,157,4417,1,1890.03,0.0,1890.03
353,157,1966,3,194.2,15.0,495.21
354,158,4764,1,376.31,0.0,376.31
355,158,827,1,18.15,0.0,18.15
356,158,2767,1,227.13,5.0,215.77
357,159,3196,3,176.72,0.0,530.16
358,159,4571,1,231.59,25.0,173.69
359,159,3221,1,216.57,5.0,205.74
360,160,2200,1,106.49,15.0,90.52
361,160,4978,1,39.73,0.0,39.73
362,160,3687,2,70.67,20.0,113.07
363,160,3719,1,85.67,10.0,77.1
364,161,1104,1,25.89,10.0,23.3
365,162,2652,2,78.88,0.0,157.76
366,163,888,1,214.39,0.0,214.39
367,163,3874,2,192.38,0.0,384.76
368,163,2976,2,356.27,0.0,712.54
369,164,1307,1,181.31,25.0,135.98
370,165,2174,2,70.66,0.0,141.32
371,165,2025,2,122.59,5.0,232.92
372,166,3778,2,242.94,5.0,461.59
373,166,4442,1,57.75,20.0,46.2
374,167,683,2,193.31,0.0,386.62
375,167,2450,2,401.83,15.0,683.11
376,168,455,2,180.96,0.0,361.92
377,169,3902,2,68.56,0.0,137.12
378,169,211,1,204.9,0.0,204.9
379,169,1,2,197.3,20.0,315.68
380,169,4912,2,142.26,0.0,284.52
381,170,1157,1,9.51,5.0,9.03
382,170,1227,1,396.77,0.0,396.77
383,170,2434,1,166.55,5.0,158.22
384,170,3903,2,177.99,0.0,355.98
385,170,1571,1,485.35,0.0,485.35
386,171,459,1,28.33,25.0,21.25
387,171,2434,1,166.55,0.0,166.55
388,171,2264,3,55.5,0.0,166.5
389,171,828,1,324.49,0.0,324.49
390,172,1632,2,79.69,0.0,159.38
391,173,3919,1,10.62,5.0,10.09
392,173,1730,3,6.73,30.0,14.13
393,174,364,2,28.63,20.0,45.81
394,175,3894,1,165.17,0.0,165.17
395,175,3995,1,91.25,5.0,86.69
396,175,4286,3,373.33,0.0,1119.99
397,175,4540,2,52.07,20.0,83.31
398,176,455,1,180.96,20.0,144.77
399,176,429,3,251.69,0.0,755.07
400,177,504,1,22.97,0.0,22.97
401,178,1511,1,129.65,25.0,97.24
402,178,1740,2,101.24,0.0,202.48
403,178,930,2,232.39,0.0,464.78
404,178,2161,2,44.73,0.0,89.46
405,179,459,1,28.33,0.0,28.33
406,180,716,2,73.29,0.0,146.58
407,180,259,3,43.82,20.0,105.17
408,180,4211,2,120.96,0.0,241.92
409,181,777,3,761.38,0.0,2284.14
410,181,4588,1,101.67,15.0,86.42
411,181,2780,1,135.09,0.0,135.09
412,182,1454,2,128.76,5.0,244.64
413,182,134,1,98.33,0.0,98.33
414,183,3334,1,170.29,20.0,136.23
415,184,1135,2,99.19,0.0,198.38
416,184,3719,2,85.67,10.0,154.21
417,185,2951,2,117.87,0.0,235.74
418,185,19,1,65.89,30.0,46.12
419,186,426,1,148.59,25.0,111.44
420,186,4262,1,128.92,10.0,116.03
421,187,3536,1,30.23,10.0,27.21
422,187,642,2,25.91,0.0,51.82
423,188,2652,1,78.88,0.0,78.88
424,188,1134,3,245.16,0.0,735.48
425,188,2051,1,29.91,15.0,25.42
426,189,947,3,19.23,30.0,40.38
427,190,3662,1,5.82,0.0,5.82
428,190,3283,3,810.83,30.0,1702.74
429,191,2434,3,166.55,0.0,499.65
430,191,908,3,19.0,20.0,45.6
431,191,1196,2,57.28,30.0,80.19
432,192,441,1,456.81,0.0,456.81
433,192,4571,2,231.59,0.0,463.18
434,192,253,1,501.3,25.0,375.98
435,193,2881,2,94.91,0.0,189.82
436,194,3719,1,85.67,0.0,85.67
437,195,4793,1,55.09,0.0,55.09
438,196,4232,1,79.87,0.0,79.87
439,196,4207,1,100.29,0.0,100.29
440,196,3048,1,209.25,5.0,198.79
441,197,3719,1,85.67,5.0,81.39
442,198,2359,1,121.4,0.0,121.4
443,198,4265,1,45.34,30.0,31.74
444,198,4442,2,57.75,0.0,115.5
445,199,1794,2,123.71,15.0,210.31
446,199,2025,2,122.59,10.0,220.66
447,199,674,1,18.23,20.0,14.58
448,200,2160,1,55.48,0.0,55.48
449,200,2434,2,166.55,5.0,316.44
450,201,1146,1,145.65,0.0,145.65
451,201,2434,1,166.55,15.0,141.57
452,201,2652,1,78.88,10.0,70.99
453,201,1454,2,128.76,0.0,257.52
454,202,330,2,29.72,25.0,44.58
455,203,418,2,66.04,0.0,132.08
456,203,969,2,1344.72,10.0,2420.5
457,203,4480,1,95.78,0.0,95.78
458,203,963,1,21.91,0.0,21.91
459,204,2331,3,50.22,20.0,120.53
460,204,933,1,21.51,20.0,17.21
461,205,3903,2,177.99,0.0,355.98
462,205,4571,1,231.59,0.0,231.59
463,206,2696,1,86.13,0.0,86.13
464,206,997,1,114.82,5.0,109.08
465,207,252,1,194.3,0.0,194.3
466,207,1940,3,20.62,0.0,61.86
467,208,2382,1,10.12,0.0,10.12
468,208,1293,2,389.31,0.0,778.62
469,209,3563,1,70.13,0.0,70.13
470,209,3151,1,113.96,0.0,113.96
471,209,2514,1,208.7,0.0,208.7
472,210,4821,1,95.73,0.0,95.73
473,210,2984,3,370.51,25.0,833.65
474,210,2496,2,463.73,0.0,927.46
475,211,4406,1,506.92,0.0,506.92
476,211,2109,1,14.13,20.0,11.3
477,212,4,2,81.8,0.0,163.6
478,212,507,3,54.38,20.0,130.51
479,212,531,2,68.56,0.0,137.12
480,213,456,2,49.6,25.0,74.4
481,214,512,2,16.22,0.0,32.44
482,214,3563,2,70.13,20.0,112.21
483,215,2389,1,258.46,5.0,245.54
484,215,3874,3,192.38,25.0,432.86
485,215,3596,1,218.69,0.0,218.69
486,216,4509,1,238.87,0.0,238.87
487,216,1797,2,75.49,10.0,135.88
488,217,3269,3,37.66,0.0,112.98
489,217,2343,2,44.77,0.0,89.54
490,218,4817,2,53.42,0.0,106.84
491,218,4417,3,1890.03,15.0,4819.58
492,218,2258,3,47.48,0.0,142.44
493,219,1526,2,97.01,25.0,145.52
494,219,2652,2,78.88,20.0,126.21
495,219,4217,2,805.42,10.0,1449.76
496,220,1591,2,860.23,0.0,1720.46
497,220,4035,2,25.89,10.0,46.6
498,220,1717,1,39.63,0.0,39.63
499,220,4896,1,79.11,20.0,63.29
500,221,127,1,13.35,5.0,12.68
501,222,726,1,26.03,15.0,22.13
502,223,3600,3,37.77,5.0,107.64
503,223,3357,1,33.35,0.0,33.35
504,223,1387,3,7.24,0.0,21.72
505,224,3766,1,156.6,30.0,109.62
506,225,1134,2,245.16,0.0,490.32
507,225,1779,3,247.51,20.0,594.02
508,226,2652,2,78.88,5.0,149.87
509,227,2652,1,78.88,25.0,59.16
510,227,4726,3,151.65,20.0,363.96
511,227,1943,1,152.38,15.0,129.52
512,228,4662,3,127.97,20.0,307.13
513,228,2577,1,8.67,5.0,8.24
514,229,3657,1,395.22,0.0,395.22
515,229,339,1,279.55,25.0,209.66
516,229,2595,3,250.9,0.0,752.7
517,230,1944,3,1269.55,10.0,3427.78
518,230,1665,2,889.79,25.0,1334.68
519,230,2123,2,57.92,15.0,98.46
520,231,2434,2,166.55,0.0,333.1
521,231,3753,1,23.17,0.0,23.17
522,231,1939,2,170.55,0.0,341.1
523,232,3628,2,123.73,0.0,247.46
524,233,2325,1,161.35,0.0,161.35
525,233,1916,1,16.94,5.0,16.09
526,233,1525,2,86.35,25.0,129.52
527,234,4268,3,92.7,0.0,278.1
528,234,2109,2,14.13,0.0,28.26
529,234,2215,3,559.63,0.0,1678.89
530,235,1454,1,128.76,0.0,128.76
531,235,350,1,69.69,15.0,59.24
532,235,4690,3,149.61,10.0,403.95
533,235,2652,3,78.88,0.0,236.64
534,236,4881,1,21.31,0.0,21.31
535,236,4852,1,63.13,0.0,63.13
536,236,2218,2,1795.18,20.0,2872.29
537,236,2434,3,166.55,0.0,499.65
538,237,3563,2,70.13,10.0,126.23
539,237,1006,1,39.62,20.0,31.7
540,237,3185,1,52.8,5.0,50.16
541,237,3026,1,224.69,25.0,168.52
542,238,1768,3,98.17,25.0,220.88
543,239,2834,1,110.64,0.0,110.64
544,239,3648,1,517.6,0.0,517.6
545,239,778,2,575.3,0.0,1150.6
546,239,4399,1,59.75,0.0,59.75
547,240,3518,3,364.39,0.0,1093.17
548,240,3528,2,759.92,15.0,1291.86
549,240,3358,1,186.2,15.0,158.27
550,240,1051,3,346.76,30.0,728.2
551,241,3178,1,150.7,0.0,150.7
552,241,4768,3,139.48,0.0,418.44
553,242,2434,3,166.55,0.0,499.65
554,242,2434,1,166.55,5.0,158.22
555,242,1493,1,30.86,0.0,30.86
556,242,3948,3,724.58,15.0,1847.68
557,243,2187,2,76.03,0.0,152.06
558,244,4799,1,1594.57,0.0,1594.57
559,245,2320,3,169.85,0.0,509.55
560,246,504,2,22.97,20.0,36.75
561,247,3586,1,12.98,15.0,11.03
562,248,3412,3,60.82,0.0,182.46
563,249,3881,1,110.09,20.0,88.07
564,250,4732,2,855.13,25.0,1282.69
565,251,4708,1,21.39,15.0,18.18
566,251,2434,1,166.55,0.0,166.55
567,252,2927,2,66.17,0.0,132.34
568,252,3803,2,157.34,15.0,267.48
569,252,858,2,47.76,0.0,95.52
570,253,1697,1,529.09,0.0,529.09
571,254,2592,3,119.72,0.0,359.16
572,255,4956,2,1539.82,0.0,3079.64
573,255,3705,1,78.91,0.0,78.91
574,255,961,2,55.02,0.0,110.04
575,256,798,3,47.58,10.0,128.47
576,257,2506,2,21.31,30.0,29.83
577,257,4994,1,218.33,30.0,152.83
578,258,2051,1,29.91,0.0,29.91
579,259,902,1,1584.07,0.0,1584.07
580,259,2616,1,188.5,0.0,188.5
581,259,1252,1,217.94,15.0,185.25
582,259,4276,2,90.14,0.0,180.28
583,259,1065,3,47.27,0.0,141.81
584,260,3833,1,210.0,0.0,210.0
585,261,713,1,161.34,5.0,153.27
586,261,2744,1,372.15,0.0,372.15
587,262,1785,1,140.94,0.0,140.94
588,262,2051,3,29.91,0.0,89.73
589,263,4369,2,43.54,0.0,87.08
590,263,2434,1,166.55,30.0,116.58
591,264,1796,2,214.03,5.0,406.66
592,265,4498,2,131.54,0.0,263.08
593,265,4855,1,113.52,0.0,113.52
594,266,3903,1,177.99,0.0,177.99
595,267,3006,2,178.42,0.0,356.84
596,268,757,1,145.11,0.0,145.11
597,269,2051,2,29.91,30.0,41.87
598,269,643,1,65.37,25.0,49.03
599,269,4089,1,528.43,10.0,475.59
600,270,395,1,15.23,25.0,11.42
601,271,2225,1,95.05,0.0,95.05
602,271,3371,3,108.33,25.0,243.74
603,271,459,1,28.33,10.0,25.5
604,272,336,1,27.83,25.0,20.87
605,272,729,3,110.95,0.0,332.85
606,272,1313,2,352.14,0.0,704.28
607,273,2051,1,29.91,20.0,23.93
608,274,2868,1,33.15,0.0,33.15
609,274,4036,2,52.6,0.0,105.2
610,274,1616,1,217.38,30.0,152.17
611,275,1210,2,69.32,10.0,124.78
612,275,2434,1,166.55,15.0,141.57
613,276,1797,1,75.49,10.0,67.94
614,276,2434,1,166.55,10.0,149.9
615,276,614,2,43.62,0.0,87.24
616,276,2063,3,861.16,25.0,1937.61
617,277,4757,1,1547.56,20.0,1238.05
618,278,1939,1,170.55,0.0,170.55
619,279,1796,1,214.03,0.0,214.03
620,279,4150,1,443.48,10.0,399.13
621,279,820,1,44.72,15.0,38.01
622,280,690,1,852.75,0.0,852.75
623,280,4678,3,40.79,15.0,104.01
624,280,587,1,199.26,30.0,139.48
625,280,2365,2,13.6,0.0,27.2
626,280,2331,3,50.22,0.0,150.66
627,281,3915,2,62.35,0.0,124.7
628,282,2111,2,53.89,0.0,107.78
629,282,459,2,28.33,20.0,45.33
630,282,1186,2,426.76,10.0,768.17
631,283,571,1,816.49,0.0,816.49
632,284,1454,2,128.76,0.0,257.52
633,284,4571,1,231.59,0.0,231.59
634,285,4491,1,1080.53,20.0,864.42
635,285,1085,1,159.02,0.0,159.02
636,285,4739,1,26.94,0.0,26.94
637,285,3663,3,231.21,20.0,554.9
638,285,2730,1,194.78,0.0,194.78
639,286,1104,3,25.89,5.0,73.79
640,287,1992,2,34.48,0.0,68.96
641,287,2109,1,14.13,5.0,13.42
642,287,2200,1,106.49,20.0,85.19
643,288,4308,1,103.25,10.0,92.92
644,289,2816,3,391.92,0.0,1175.76
645,290,3409,1,84.67,0.0,84.67
646,290,3389,1,162.13,0.0,162.13
647,290,4608,1,50.78,15.0,43.16
648,291,3197,1,520.03,15.0,442.03
649,291,3234,1,249.45,5.0,236.98
650,292,3204,3,119.16,15.0,303.86
651,292,3933,2,182.15,0.0,364.3
652,292,219,2,14.37,20.0,22.99
653,292,2366,1,1745.74,0.0,1745.74
654,292,2200,1,106.49,25.0,79.87
655,293,2200,1,106.49,25.0,79.87
656,294,1087,1,40.12,0.0,40.12
657,294,1238,2,1493.38,25.0,2240.07
658,295,3563,1,70.13,5.0,66.62
659,295,1976,2,612.03,20.0,979.25
660,296,2968,1,456.86,0.0,456.86
661,297,3983,3,52.51,0.0,157.53
662,298,2434,1,166.55,0.0,166.55
663,298,1597,1,47.58,0.0,47.58
664,298,2652,2,78.88,5.0,149.87
665,298,2258,3,47.48,0.0,142.44
666,299,945,1,71.45,0.0,71.45
